sku,handle,title,vendor,product_type,min_price,max_price,avg_price,currency,url,description,tags,created_at,updated_at,published_at
,arctic-grove-limited-edition-dice-set,Arctic Grove Limited Edition Dice Set,Sirius Dice,Polyhedral Dice Set,150,150,150,,https://siriusdice.com/products/arctic-grove-limited-edition-dice-set,"Pearlescent white resin contrasts with the heartwood of black walnut.
Sirius Dice is pleased to introduce The Grove Series.  Hand crafted precious hardwood is set into tinted resin to create a dice set unlike any other.  
Each set is a work of art with unique wood grain and placement for each die.  Also each die has its own inking for numbers and shading for both wood and resin.  Finally, each die is hand polished multiple times to display the luster of the precious wood.  No two dice will ever match, creating a true one-of-a-kind product.
Every set of Grove dice comes with a premium dice vault of sustainably sourced hardwood from Mexico and supple imitation leather band.  

The Arctic Grove dice set was crafted from heartwood of the black walnut tree.  For millennia the walnut tree has been the symbol of fertile and bountiful lands, associated by the ancient Romans with both Jupiter and Juno..  Its wood was strong, yet easy to work, while the walnuts were used for everything from food to ink.  
When brought to the Americas, the black walnut spread far and wide.  It was so prized that early settlers had to guard against ‘walnut poachers.’
This richly hued wood is still used today worldwide in making quality furniture.  The Arctic Grove set is hand crafted from the most lustrous specimens of walnut to create dice that are works of art.
Each Arctic Grove dice set is held in a vault of black walnut sapwood.  This sustainably sourced wood is drawn from the exterior of the tree, and boasts a lighter color than the heartwood of the dice.
Only 675 Arctic Grove sets were produced, and each one of these Limited Edition sets includes a certificate of authenticity.  Reserve your copy today before they are gone forever.","Black, dice box, dice boxes, dnd dices, Grove, Sharp-edge, Wood",2022-10-12T14:04:31-04:00,2025-08-08T14:57:33-04:00,2025-04-27T10:16:08-04:00
,16mm-diamonds-d6-dice-set,16mm Diamonds D6 Dice Set,Sirius Dice,D6 Dice,20,20,20,,https://siriusdice.com/products/16mm-diamonds-d6-dice-set,"Diamonds float in layers of glistening clear and red resin.  Twelve (12) D6 dice in a rectangular cube.  Dice are red and sparkling clear resin.
Style: Diamonds
Colors: red & clear
D6 Size: 16mm","Clear, diamonds, miniatures dice, Red, wargaming dice",2022-10-11T16:14:39-04:00,2025-08-08T14:57:31-04:00,2022-11-01T12:40:40-04:00
,sapphire-grove-limited-edition-dice-set,Sapphire Grove Limited Edition Dice Set,Sirius Dice,Polyhedral Dice Set,150,150,150,,https://siriusdice.com/products/sapphire-grove-limited-edition-dice-set,"Lustrous blue resin mixed with nanmu-style Phoebe zhennan wood
Sirius Dice is pleased to introduce The Grove Series.  Hand crafted precious hardwood is set into tinted resin to create a dice set unlike any other.  
Each set is a work of art with unique wood grain and placement for each die.  Also each die has its own inking for numbers and shading for both wood and resin.  Finally, each die is hand polished multiple times to display the luster of the precious wood.  No two dice will ever match, creating a true one-of-a-kind product.
Every set of Grove dice comes with a premium dice vault of sustainably sourced hardwood from Mexico and supple imitation leather band.  

The Sapphire Grove dice set was crafted from a precious wood formerly reserved only for emperors. In the Ming dynasty there was a style of wood known as nanmu.  Prized for its luster and resistance to decay, it was so valuable that only the royal families could afford their use. 
When the Forbidden City was built, whole logs of nanmu were used to create pillars of the imperial palace.  As this wood fossilizes, it becomes known as Black Wood, and even today the price can exceed thousands of dollars per cubic meter.

The Phoebe zhennan tree was one such source of nanmu, and this wood is set into every hand-crafted die.  The Sapphire Grove dice set introduces the world to a luxury formerly reserved for emperors and nobility

Each Sapphire Grove dice set is held in a vault of maple wood.  This sustainably sourced wood owes both its durability and smooth texture to its tight grain, which gives also gives it a naturally bright luster.
Only 675 Sapphire Grove sets were produced, and each one of these Limited Edition sets includes a certificate of authenticity.  Reserve your copy today before they are gone forever.","Blue, dice box, dice boxes, dice dnd, Grove, Sharp-edge, Wood",2022-10-12T15:15:51-04:00,2025-08-08T14:57:34-04:00,2025-04-27T10:15:00-04:00
,sharp-pink-fairy-dice-set,Sharp Pink Fairy Dice Set,Sirius Dice,Polyhedral Dice Set,25,25,25,,https://siriusdice.com/products/sharp-pink-fairy-dice-set,"Harness the magic of the fae! Translucent pink resin holds glitter and iridescent foil within.  This 7 sharp-edged dice set comes packaged in a flat-bottom tube, so you can easily carry them. 


Style: Sharp Pink Fairy
Colors: Pink, iridescent rainbow.
D20 Size: 22mm","dnd dice sets, iridescent, nice dice, Pink, pink dice, pink dice set, sharp, sharp edge dice, Sharp-edge",2023-08-15T20:42:23-04:00,2025-08-08T14:57:35-04:00,2023-08-15T20:44:00-04:00
,dice-set-illusory-metal-silver,Illusory Metal Dice Set - Silver,Sirius Dice,Polyhedral Dice Set,25,25,25,,https://siriusdice.com/products/dice-set-illusory-metal-silver,"Our Illusory Metal dice look like metal but have the great weight and feel of resin!  Each set features glyphs and numbers with a vintage feel.  This Silver set features a set of 7 polyhedral dice packaged in a windowed tin, so you can easily carry and store your dice.
Style: Illusory Metal - Silver
Colors: Silver, black ink
Material: Resin
D20 Size: 23mm","Illusory Metal, polyhedral dice, polyhedral dice set, Resin, Silver, vintage",2022-07-16T13:06:41-04:00,2025-08-08T14:57:30-04:00,2022-07-16T13:08:08-04:00
,dice-set-fire-nebula,Fire Neb. Dice Set,Sirius Dice,Polyhedral Dice Set,13,13,13,,https://siriusdice.com/products/dice-set-fire-nebula,"Our Neb. dice series features swirls and a bit of sparkle.  The Fire Neb. features a set of 7 polyhedral dice in orange with yellow and red swirls plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.
Style: Fire Neb.
Colors: Orange with red and yellow, black ink
D20 Size: 22mm","Orange, polyhedral dice, polyhedral dice set",2022-06-06T16:37:12-04:00,2025-08-08T14:57:28-04:00,2022-06-06T16:39:09-04:00
,sea-glass-dice-set,Sea Glass Dice Set,Sirius Dice,Polyhedral Dice Set,16,16,16,,https://siriusdice.com/products/sea-glass-dice-set,"The Sea Glass set features 7 polyhedral dice of rich purple and glistening green.   Each set includes a 1 extra D20 and comes packaged in a flat-bottom tube, for easy carrying and storage. 

Style: Sea Glass

Colors: green, blue

D20 Size: 20mm","green, Purple, where can i buy dice",2023-03-06T13:26:48-05:00,2025-08-08T14:57:34-04:00,2023-03-09T18:45:32-05:00
,16mm-hearts-d6-dice-set,16mm Hearts D6 Dice Set,Sirius Dice,D6 Dice,20,20,20,,https://siriusdice.com/products/16mm-hearts-d6-dice-set,"Red hearts float amid glitter in clear and red layers of resin. Twelve (12) D6 dice in a rectangular cube.  Dice are red and sparkling clear resin.
Style: Hearts
Colors: red & clear
D6 Size: 16mm","D6, hearts, miniatures dice, Red, wargaming dice",2022-10-11T16:38:13-04:00,2025-08-08T14:57:32-04:00,2022-11-01T12:40:20-04:00
,16mm-tahitian-sunset-d6-dice-set,16mm Tahitian Sunset D6 Dice Set,Sirius Dice,D6 Dice,20,20,20,,https://siriusdice.com/products/16mm-tahitian-sunset-d6-dice-set,"Pastel hues of yellow, orange, pink, and purple infused with light-catching glitter.  Twelve (12) D6 dice in a rectangular cube.  
Style: Tahitian Sunset
Colors: yellow, orange, pink, and purple
D6 Size: 16mm","D6, miniatures dice, Orange, Pink, Purple, wargaming dice, Yellow",2022-10-11T17:29:08-04:00,2025-08-08T14:57:33-04:00,2022-11-01T12:39:46-04:00
,dice-set-pearl-blue-acrylic,Pearl Blue Acrylic Dice Set,Sirius Dice,Polyhedral Dice Set,8.99,8.99,8.99,,https://siriusdice.com/products/dice-set-pearl-blue-acrylic,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.  Style: Pearl Blue Acrylic","cheap dice sets, dungeons and dragons dice, polyhedral dice",2021-01-20T18:40:34-05:00,2025-08-08T14:57:22-04:00,2021-01-20T18:40:34-05:00
,12mm-rainbow-d6-dice-set,12mm Rainbow D6 Dice Set,Sirius Dice,D6 Dice,35,35,35,,https://siriusdice.com/products/12mm-rainbow-d6-dice-set,"Multi-hued layered resin with semi-sharp corners and brightly contrasting pips.  Eighteen (18) D6 dice in a square cube.  Dice are red, yellow, green, blue, and purple layered resin. Celebrate your fabulosity during Pride Month and all year round!
Style: Rainbow Transparent Layered Resin
Colors: red, yellow, green, blue, purple
D6 Size: 12mm","D6, miniatures dice, pride dice, Rainbow, wargaming dice",2022-10-11T15:59:37-04:00,2025-08-08T14:57:31-04:00,2022-11-01T12:40:47-04:00
,16mm-clubs-d6-dice-set,16mm Clubs D6 Dice Set,Sirius Dice,D6 Dice,20,20,20,,https://siriusdice.com/products/16mm-clubs-d6-dice-set,"Twinkling black and clear resin hold three-leaf clovers. Twelve (12) D6 dice in a rectangular cube.  Dice are black and sparkling clear resin.
Style: Clubs
Colors: black & clear
D6 Size: 16mm","Black, clubs, D6, miniatures dice, wargaming dice",2022-10-11T16:29:41-04:00,2025-08-08T14:57:31-04:00,2022-11-01T12:40:31-04:00
,melon-ball-glowworm,Melon Ball Glowworm Dice Set,Sirius Dice,Polyhedral Dice Set,16,16,16,,https://siriusdice.com/products/melon-ball-glowworm,"Glow-in-the-dark beads inside translucent resin. Set of 7 polyhedral dice in canteloupe and honeydew colors plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.
Colors: Pink yellow and green beaded glow in the dark dice setD20 size: 22mm","Dice, glow in the dark dice, glow in the dark dice set, green, Pink, Yellow",2021-08-13T15:24:58-04:00,2025-08-08T14:57:27-04:00,2021-08-21T12:06:29-04:00
,16mm-spades-d6-dice-set,16mm Spades D6 Dice Set,Sirius Dice,D6 Dice,20,20,20,,https://siriusdice.com/products/16mm-spades-d6-dice-set,"Stylized spades float in layers of glittering clear and black resin.  Twelve (12) D6 dice in a rectangular cube.  Dice are black and sparkling clear resin.
Style: Spades
Colors: black & clear
D6 Size: 16mm","Black, D6, miniatures dice, spades, wargaming dice",2022-10-11T16:34:56-04:00,2025-08-08T14:57:31-04:00,2022-11-01T12:40:26-04:00
,amethyst-geode-dice-set,Amethyst Geode Dice Set,Sirius Dice,Polyhedral Dice Set,16,16,16,,https://siriusdice.com/products/amethyst-geode-dice-set,"The Amethyst Geode set features 7 polyhedral dice of golden substrate intermixed with veins of sparkling purple.   Each set includes a 1 extra D20 and comes packaged in a flat-bottom tube, for easy carrying and storage.

Style: Amethyst Geode

Colors: gold, purple

D20 Size: 20mm","Gold, Purple, where can i buy dice",2023-03-06T13:32:35-05:00,2025-08-08T14:57:34-04:00,2023-03-06T13:56:37-05:00
,black-lotus-spindown-54mm-d20,Magic: The Gathering Black Lotus Spindown 54mm D20 Dice,Sirius Dice,Specialty Dice,40,40,40,,https://siriusdice.com/products/black-lotus-spindown-54mm-d20,"Unleash the essence of Magic: The Gathering with the Black Lotus 54mm Spindown D20. Crafted from clear resin with sharp edges, this colossal die contains a model based on the original artwork from 1993. Don't miss out on the chance to add this incredible relic to your collection!

Holds 3D Replica of the legendary Black Lotus
Spindown format to effortlessly track life
Use on the battlefield or adorn shelves
An impressive 54mm for a truly epic die",Magic the Gathering,2023-10-11T15:15:20-04:00,2025-08-08T14:57:35-04:00,2023-10-28T09:29:24-04:00
,dice-set-black-cloak-dagger,Cloak & Dagger - Black Dice Set,Sirius Dice,Polyhedral Dice Set,65,65,65,,https://siriusdice.com/products/dice-set-black-cloak-dagger,"Add excitement and intrigue to your game with this ultra premium sharp-edged polyhedral dice set.  Roll the die and reveal the result by using the accompanying UV light pen.  These nice dice are hand polished sharp-edged translucent dice with an opalescent shimmer inside.
Color: Black, UV ink
D20 size: 21mm","Black, Dice, nice dice, polyhedral dice, polyhedral dice set, sharp edge dice, Sharp-edge, UV",2022-07-13T14:39:09-04:00,2025-08-08T14:57:29-04:00,2022-07-23T11:34:59-04:00
,dice-set-translucent-red-resin,Translucent Red Resin Dice Set,Sirius Dice,Polyhedral Dice Set,8.99,8.99,8.99,,https://siriusdice.com/products/dice-set-translucent-red-resin,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.  Style: Translucent Red Resin","polyhedral dice, polyhedral dice set, Red",2021-01-20T18:40:35-05:00,2025-08-08T14:57:22-04:00,2021-01-20T18:40:35-05:00
,be-my-nat-20-d20-necklace,Be My Nat 20 D20 Necklace | Sirius Dice,Sirius Dice,Jewelry,25,25,25,,https://siriusdice.com/products/be-my-nat-20-d20-necklace,"Give the gift of beauty and fortune to someone special this Valentine's Day!The ""Be My Nat 20"" D20 Necklace is a must-have accessory for tabletop game aficionados! This enchanting necklace showcases a crescent moon pendant embracing a 22mm Snowglobe D20 that spins freely and can be effortlessly detached for precision rolling. The D20 is expertly designed with sharp edges, guaranteeing those game-changing Nat 20 rolls. Spin the die and watch as heart-shaped glitter dances in a mesmerizing cascade of red. 
With a supple cord necklace for ultimate comfort, the ""Be My Nat 20"" D20 Necklace not only adds a touch of fantasy to your look but also ensures a stylish and enjoyable tabletop gaming experience.","D20, d20 dice, necklace, Pink, sharp edge dice, Sharp-edge, Snowglobe, Valentine",2024-01-02T18:07:33-05:00,2025-08-08T14:57:35-04:00,2024-01-17T06:00:09-05:00
,dice-set-watercolors,Watercolors Dice Set,Sirius Dice,Polyhedral Dice Set,16,16,16,,https://siriusdice.com/products/dice-set-watercolors,"Purple and green mix with glitter on a palette of translucent sky blue.  The Watercolors set features 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.","Dice, Purple, watercolor",2022-08-23T16:51:54-04:00,2025-08-08T14:57:30-04:00,2022-08-23T16:53:01-04:00
,12mm-spades-d6-dice-set,12mm Spades D6 Dice Set,Sirius Dice,D6 Dice,25,25,25,,https://siriusdice.com/products/12mm-spades-d6-dice-set,"Stylized spades float in layers of glittering clear and black resin.  Eighteen (18) D6 dice in a square cube.  Dice are black and sparkling clear resin.

Style: Spades
Colors: black & clear
D6 Size: 12mm","Black, D6, miniatures dice, spades, wargaming dice",2022-10-11T17:04:00-04:00,2025-08-08T14:57:32-04:00,2022-11-01T12:39:59-04:00
,unearthed-opal-7-piece-polyhedral-rpg-dice-set,Unearthed Treasure Opal 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,13,13,13,,https://siriusdice.com/products/unearthed-opal-7-piece-polyhedral-rpg-dice-set,"Bring magic to your gaming table with the Unearthed Treasures Opal Dice Set. Collect all Unearthed Treasures sets and embark on a journey filled with dazzling rolls and epic adventures!
Discover our Unearthed Treasures Opal Dice Set – a captivating dice set for any role-playing enthusiast. Each set features seven polyhedral dice crafted with opalescent hues, adding a touch of magic to your tabletop adventures. Immerse yourself in the world of fantasy with these beautiful dice. With six unique sets to collect, each one is a gem waiting to be discovered.
Key Features:

Each 7- piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4

Opalescent finish for a mesmerizing look
Specifically crafted for role-playing games
Unearth six distinct dice sets to complete your collection

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","d 20 dice, D20, d20 dice, D6, D8, polyhedral dice, polyhedral dice set, rpg dice, sets of dice",2024-01-11T18:49:30-05:00,2025-08-08T14:57:35-04:00,2024-01-17T06:00:11-05:00
,unearthed-treasure-amethyst-7-piece-polyhedral-rpg-dice-set-sirius-dice,Unearthed Treasure Amethyst 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,13,13,13,,https://siriusdice.com/products/unearthed-treasure-amethyst-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Bring magic to your gaming table with the Unearthed Treasures Amethyst Dice Set. Collect all Unearthed Treasures sets and embark on a journey filled with dazzling rolls and epic adventures!
Discover our Unearthed Treasures Amethyst Dice Set – a captivating dice set for any role-playing enthusiast. Each set features seven polyhedral dice crafted with Amethyst hues, adding a touch of magic to your tabletop adventures. Immerse yourself in the world of fantasy with these beautiful dice. With six unique sets to collect, each one is a gem waiting to be discovered.
Key Features:

Each 7- piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4


Amethyst hues for a mesmerizing look
Specifically crafted for role-playing games
Unearth six distinct dice sets to complete your collection

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","d 20 dice, D20, d20 dice, D6, D8, polyhedral dice, polyhedral dice set, rpg dice, sets of dice",2024-01-14T14:31:33-05:00,2025-08-08T14:57:36-04:00,2024-01-17T06:00:10-05:00
,12mm-hearts-d6-dice-set,12mm Hearts D6 Dice Set,Sirius Dice,D6 Dice,25,25,25,,https://siriusdice.com/products/12mm-hearts-d6-dice-set,"Gaming dice set: Red hearts float amid glitter in clear and red layers of resin.  Eighteen (18) D6 dice in a square cube.  Dice are red and sparkling clear resin.

Style: Hearts
Colors: red & clear

D6 Size: 12mm","D6, hearts, miniatures dice, Pink, Red, wargaming dice",2022-10-11T17:07:46-04:00,2025-08-08T14:57:32-04:00,2022-11-01T12:39:52-04:00
,12mm-clubs-d6-dice-set,12mm Clubs D6 Dice Set,Sirius Dice,D6 Dice,25,25,25,,https://siriusdice.com/products/12mm-clubs-d6-dice-set,"Gaming dice set: Twinkling black and clear resin hold three-leaf clovers.  Eighteen (18) D6 dice in a square cube.  Dice are black and sparkling clear resin.

Style: Clubs
Colors: black & clear
D6 Size: 12mm","Black, clubs, D6, miniatures dice, sets of dice, wargaming dice",2022-10-11T16:58:20-04:00,2025-08-08T14:57:32-04:00,2022-11-01T12:40:09-04:00
,rainforest-dice-set,Rainforest Dice Set,Sirius Dice,Polyhedral Dice Set,16,16,16,,https://siriusdice.com/products/rainforest-dice-set,"The Rainforest set features 7 polyhedral dice of vibrant green intermixed with shining gold.  Each set includes a 1 extra D20 and comes packaged in a flat-bottom tube, for easy carrying and storage.

Style: Rainforest

Colors: gold, green

D20 Size: 20mm","Gold, green, where can i buy dice",2023-03-06T13:51:49-05:00,2025-08-08T14:57:34-04:00,2023-03-06T13:56:51-05:00
,unearthed-treasure-peridot-7-piece-polyhedral-rpg-dice-set-sirius-dice,Unearthed Treasure Peridot 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,13,13,13,,https://siriusdice.com/products/unearthed-treasure-peridot-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Bring magic to your gaming table with the Unearthed Treasures Peridot Dice Set. Collect all Unearthed Treasures sets and embark on a journey filled with dazzling rolls and epic adventures!
Discover our Unearthed Treasures Peridot Dice Set – a captivating dice set for any role-playing enthusiast. Each set features seven polyhedral dice crafted with Peridot hues, adding a touch of magic to your tabletop adventures. Immerse yourself in the world of fantasy with these beautiful dice. With six unique sets to collect, each one is a gem waiting to be discovered.
Key Features:

Each 7- piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4


Peridot hues for a mesmerizing look
Specifically crafted for role-playing games
Unearth six distinct dice sets to complete your collection

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","d 20 dice, D20, d20 dice, D6, D8, polyhedral dice, polyhedral dice set, rpg dice, sets of dice",2024-01-14T14:40:17-05:00,2025-08-08T14:57:36-04:00,2024-01-17T06:00:14-05:00
,violet-swirl,Violet Swirl Dice Set,Sirius Dice,Polyhedral Dice Set,13,13,13,,https://siriusdice.com/products/violet-swirl,"Bands of lustrious violet intertwine with golden yellow in crystal resin.  This set of 7 polyhedral dice includes an extra glistening sunburst D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.
Style: Violet Swirl","Dice, polyhedral dice, Purple",2022-07-15T18:34:45-04:00,2025-08-08T14:57:29-04:00,2022-09-30T22:30:20-04:00
,12mm-northern-lights-d6-dice-set,12mm Northern Lights D6 Dice Set,Sirius Dice,D6 Dice,20,20,20,,https://siriusdice.com/products/12mm-northern-lights-d6-dice-set,"Gaming dice set: Golden pips contrast glittering layers of aqua and purple.  Eighteen (18) D6 dice in a square cube.  
Style: Northern Lights
Colors: green, blue, magenta
D6 Size: 12mm","D6, miniatures dice, Purple, wargaming dice",2022-10-11T17:51:26-04:00,2025-08-08T14:57:33-04:00,2022-11-01T12:39:23-04:00
,unearthed-treasure-topaz-7-piece-polyhedral-rpg-dice-set-sirius-dice,Unearthed Treasure Topaz 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,13,13,13,,https://siriusdice.com/products/unearthed-treasure-topaz-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Bring magic to your gaming table with the Unearthed Treasures Topaz Dice Set. Collect all Unearthed Treasures sets and embark on a journey filled with dazzling rolls and epic adventures!
Discover our Unearthed Treasures Topaz Dice Set – a captivating dice set for any role-playing enthusiast. Each set features seven polyhedral dice crafted with Topaz hues, adding a touch of magic to your tabletop adventures. Immerse yourself in the world of fantasy with these beautiful dice. With six unique sets to collect, each one is a gem waiting to be discovered.
Key Features:

Each 7- piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4


Topaz hues for a mesmerizing look
Specifically crafted for role-playing games
Unearth six distinct dice sets to complete your collection

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","d 20 dice, D20, d20 dice, D6, D8, polyhedral dice, polyhedral dice set, rpg dice, sets of dice",2024-01-14T14:44:06-05:00,2025-08-08T14:57:36-04:00,2024-01-17T06:00:12-05:00
,brimstone-dice-set,Brimstone Dice Set,Sirius Dice,Polyhedral Dice Set,16,16,16,,https://siriusdice.com/products/brimstone-dice-set,"The Brimstone set features 7 polyhedral dice of smoldering red atop an onyx bedrock, with numbers of sulfurous yellow ink.  Each set includes a 1 extra D20 and comes packaged in a flat-bottom tube, for easy carrying and storage.

Style: Brimstone 

Colors: black, red

D20 Size: 20mm","Black, Red, where can i buy dice",2023-03-06T13:15:58-05:00,2025-08-08T14:57:34-04:00,2023-03-06T13:55:02-05:00
,unearthed-treasure-onyx-7-piece-polyhedral-rpg-dice-set-sirius-dice,Unearthed Treasure Onyx 7-Piece Polyhedral RPG Dice Set | Sirius Dice,Sirius Dice,Polyhedral Dice Set,13,13,13,,https://siriusdice.com/products/unearthed-treasure-onyx-7-piece-polyhedral-rpg-dice-set-sirius-dice,"Bring magic to your gaming table with the Unearthed Treasures Onyx Dice Set. Collect all Unearthed Treasures sets and embark on a journey filled with dazzling rolls and epic adventures!
Discover our Unearthed Treasures Onyx Dice Set – a captivating dice set for any role-playing enthusiast. Each set features seven polyhedral dice crafted with Onyx hues, adding a touch of magic to your tabletop adventures. Immerse yourself in the world of fantasy with these beautiful dice. With six unique sets to collect, each one is a gem waiting to be discovered.
Key Features:

Each 7- piece polyhedral dice set includes one D20, D12, D10, D%, D8, D6, and D4


Onyx hues for a mesmerizing look
Specifically crafted for role-playing games
Unearth six distinct dice sets to complete your collection

Perfect for:

Dungeons & Dragons
Pathfinder
Shadowrun
Tabletop Role Playing Games (RPGs)
Board Games","d 20 dice, D20, d20 dice, D6, D8, polyhedral dice, polyhedral dice set, rpg dice, sets of dice",2024-01-14T14:51:03-05:00,2025-08-08T14:57:36-04:00,2024-01-17T06:00:10-05:00
,sharp-midnight-dice-set,Sharp Midnight Dice Set,Sirius Dice,Polyhedral Dice Set,40,40,40,,https://siriusdice.com/products/sharp-midnight-dice-set,"Hold the night sky in your hands.  A swirling vortex is held within each of these purple-hued resin dice. This 7 sharp-edged dice set comes packaged in a flat-bottom tube, so you can easily carry them. Perfect for a unique dnd dice gift for yourself or someone else.

Style: Sharp Midnight
Colors clear, violet, black
D20 Size: 22mm","Clear, nice dice, Purple, sharp edge dice, Sharp-edge, unique dnd dice, vortex",2023-06-20T12:29:07-04:00,2025-08-08T14:57:35-04:00,2023-06-21T16:56:08-04:00
,crimson-grove-limited-edition-dice-set,Crimson Grove Limited Edition Dice Set,Sirius Dice,Polyhedral Dice Set,150,150,150,,https://siriusdice.com/products/crimson-grove-limited-edition-dice-set,"Vibrant red resin combines with recently rediscovered thuja sutchuenensis wood
Sirius Dice is pleased to introduce The Grove Series.  Hand crafted precious hardwood is set into tinted resin to create a dice set unlike any other.  
Each set is a work of art with unique wood grain and placement for each die.  Also each die has its own inking for numbers and shading for both wood and resin.  Finally, each die is hand polished multiple times to display the luster of the precious wood.  No two dice will ever match, creating a true one-of-a-kind product.
Every set of Grove dice comes with a premium dice vault of sustainably sourced hardwood from Mexico and supple imitation leather band.  

The Crimson Grove dice set was crafted from a precious hardwood thought lost to the world for a century.  In 1899, French botanist Paul Guillaume Farges cataloged a rare evergreen tree known as Sichuan thuja.  
Sightings of this rare species quickly grew fewer and it was thought to have gone extinct.   After a century of searching, was rediscovered on mountain slopes not far from Farges initial finds.
Native to central China, this decay resistant, sweetly fragrant wood is now carefully forested for sustainability.  The Crimson Grove set is hand crafted from this precious evergreen to create dice that are works of art.
Each Crimson Grove dice set is held in a vault of cherry wood.  This sustainably sourced wood is renowned for aging beautifully from a light pink coloration to a rich reddish hue with a lustrous patina.

Only 675 Crimson Grove sets were produced, and each one of these Limited Edition sets includes a certificate of authenticity.  Reserve your copy today before they are gone forever.","Clear, dice box, dice boxes, dungeons and dragons, Grove, Red, Sharp-edge, Wood",2022-10-12T14:39:26-04:00,2025-08-08T14:57:33-04:00,2025-04-27T10:15:30-04:00
,dice-set-cloud-black-translucent-acrylic,Cloud Black Dice Set,Sirius Dice,Polyhedral Dice Set,11.99,11.99,11.99,,https://siriusdice.com/products/dice-set-cloud-black-translucent-acrylic,"Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice. Style: Black Cloud Translucent Acrylic","Black, Cloud, Dice, polyhedral dice, polyhedral dice set",2021-01-20T18:40:36-05:00,2025-08-08T14:57:22-04:00,2021-01-20T18:40:36-05:00
,sharp-fruit-dice-set,Sharp Fruit Dice Set,Sirius Dice,Polyhedral Dice Set,35,35,35,,https://siriusdice.com/products/sharp-fruit-dice-set,"This vibrant sharp-edged dice set brings a colorful fruit medley to your tabletop.  Set of 7 polyhedral dice packaged in a flat-bottom tube, so you can easily carry and store your nice dice. 
Style: Sharp Fruit
Colors Clear, red, green, pink, yellow, white, and purple
D20 Size: 22mm","nice dice, sharp edge dice, Sharp-edge, unique dnd dice",2023-03-06T13:57:29-05:00,2025-08-08T14:57:34-04:00,2023-04-05T00:00:01-04:00
,lucky-charms-glowworm,Lucky Charms Glowworm Dice Set,Sirius Dice,Polyhedral Dice Set,16,16,16,,https://siriusdice.com/products/lucky-charms-glowworm,"Glow-in-the-dark beads inside translucent resin. Set of 7 polyhedral dice plus 1 extra D20. Packaged in a flat-bottom tube, so you can easily carry and store your dice.
Colors: Pink yellow turquoise beaded glow in the dark dice setD20 size: 22mm","Blue, Dice, glow in the dark dice, glow-in-the-dark, Pink, Yellow",2021-08-13T15:23:49-04:00,2025-08-08T14:57:27-04:00,2021-08-21T12:03:51-04:00
